id,comment,date,user
236837,"Busy area. Lots of residents. Near shopping, banking, restaurants.","Apr 14, 2017",Anonymous
236840,I Agree,"Oct 17, 2017",Anonymous
236840,this is the boundary of the weho bike share area - could switch locations here and continue south east to expo line,"Aug 15, 2017",Anonymous
236840,I Agree,"Jul 31, 2017",Anonymous
236841,This would be really close to Metro rail and bus. Both are great options to get to Hollywood and then go for a bike ride. ,"Feb 13, 2018",Anonymous
236841,I Agree,"Sep 19, 2017",Anonymous
236841,I Agree,"May 2, 2017",Anonymous
236841,Good for tourists.,"Apr 19, 2017",Anonymous
236843,I Agree,"Jan 2, 2018",Anonymous
236843,I Agree,"Oct 3, 2017",Anonymous
236843,I Agree,"Aug 2, 2017",Anonymous
236843,"That intersection would be great for bikeshare.  Berendo and Westmoreland are bike friendly streets, but need signage directing riders to wilshire/vermont and macarthur park.","Apr 17, 2017",Anonymous
236848,I Agree -. It's also next to whittiers only dog park,"Apr 24, 2017",Anonymous
236848,I Agree,"Apr 19, 2017",Anonymous
236852,I Agree,"Apr 19, 2017",Anonymous
236853,Great location that is close to Hollywood proper ,"Feb 13, 2018",Anonymous
236853,I Agree,"Oct 17, 2017",Anonymous
236853,I Agree,"Oct 17, 2017",Anonymous
236853,I Agree. Hollywood Western stop gets a lot of traffic,"Sep 5, 2017",Anonymous
236853,I Agree,"Jun 8, 2017",Anonymous
236853,I Agree,"Apr 25, 2017",Anonymous
236853,should be obvious to metro to include stations at all rail stations. an easy solution to the first and last mile problem,"Apr 18, 2017",Anonymous
236853,Great location as it's close to Griffith Park.,"Apr 17, 2017",Anonymous
236854,I AgreeDefinitely need a station at Wilshire and Vermont and/or 7th and vermont.,"Nov 7, 2017",Anonymous
236854,I Agree,"Aug 2, 2017",Anonymous
236854,I Agree,"Jun 8, 2017",Anonymous
236854,I Agree,"Apr 24, 2017",Anonymous
236855,I Agree,"Oct 3, 2017",Anonymous
236855,I Agree,"Jul 25, 2017",Anonymous
236855,I Agree,"Jun 30, 2017",Anonymous
236855,I Agree,"Jun 8, 2017",Anonymous
236855,6th Street could become a great corridor for cycleing north of Wilshire. It's relatively flat compared to Beverly and could replicate the 7th Street bike lanes. ,"Apr 14, 2017",Anonymous
236856,some bike infrastructure around this area would be nice. so people feel safe on bikes in the city ,"Apr 18, 2017",Anonymous
236856,should be a no brainer for metro to include bike portals at all rail stations,"Apr 18, 2017",Anonymous
236856,A no brainer,"Apr 14, 2017",Anonymous
236863,I Agree,"Dec 1, 2017",Anonymous
236863,A no brainer,"Apr 14, 2017",Anonymous
236868,I Agree,"Dec 14, 2017",Anonymous
236868,It's important to have stations in neighborhoods and not just along commercial corridors. This way people can pick one up close to where they live.,"Jun 28, 2017",Anonymous
236868,I Agree,"Jun 8, 2017",Anonymous
236874,I Agree,"Jul 16, 2017",Anonymous
236874,I Agree,"Apr 28, 2017",Anonymous
236875,I Agree,"Jul 25, 2017",Anonymous
236875,I Agree,"Jul 19, 2017",Anonymous
236875,I Agree,"Jul 16, 2017",Anonymous
236875,I Agree,"Jul 11, 2017",Anonymous
236875,I Agree,"May 26, 2017",Anonymous
236875,I Agree,"May 1, 2017",Anonymous
236875,More In & Out please,"Apr 28, 2017",Anonymous
236875,I Agree,"Apr 25, 2017",Anonymous
236876,I Agree,"May 2, 2018",Anonymous
236876,I Agree,"Aug 2, 2017",Anonymous
236876,I Disagree,"Jul 19, 2017",Anonymous
236876,I Agree,"May 1, 2017",Anonymous
236876,I Agree,"Apr 30, 2017",Anonymous
236876,Love it! Near groceries and shopping,"Apr 28, 2017",Anonymous
236876,I Agree,"Apr 28, 2017",Anonymous
236876,I Agree,"Apr 28, 2017",Anonymous
236876,Good spot!,"Apr 16, 2017",Anonymous
236877,I Agree,"Oct 10, 2017",Anonymous
236877,"I Agree.  Next to Culver Hotel, across from Main Street and Farmer's Market.  Great locationl","Jul 26, 2017",Anonymous
236877,This is a good place for a bike rack,"Jul 5, 2017",Anonymous
236877,"I Agree, would love this spot","Apr 28, 2017",Anonymous
236877,I Agree,"Apr 25, 2017",Anonymous
236878,I Agree,"Jul 25, 2017",Anonymous
236878,I Agree,"Apr 30, 2017",Anonymous
236878,I Agree perfect for connecting to Palm and metro stop!!!!!! So so so helpful for commuting to expo!!!,"Apr 28, 2017",Anonymous
236878,I Agree,"Apr 28, 2017",Anonymous
236878,I Agree,"Apr 24, 2017",Anonymous
236878,I want this!,"Apr 17, 2017",Anonymous
236879,Near NPR and other organizations,"Aug 2, 2017",Anonymous
236879,I Agree,"Aug 2, 2017",Anonymous
236879,I Agree,"Jul 16, 2017",Anonymous
236879,I Agree,"Jul 11, 2017",Anonymous
236879,I Agree,"Jul 7, 2017",Anonymous
236879,I Agree,"Jul 7, 2017",Anonymous
236879,I Agree,"Jun 29, 2017",Anonymous
236879,I Agree,"Jun 8, 2017",Anonymous
236879,I Agree,"May 10, 2017",Anonymous
236879,access to the park and Ballona Creek Bike Path,"Apr 29, 2017",Anonymous
236879,I Agree,"Apr 28, 2017",Anonymous
236879,"This is convenient to the Culver City Park, plus it's near an entrance to the Ballona Creek bike path.","Apr 28, 2017",Anonymous
236879,I Agree,"Apr 25, 2017",Anonymous
236879,I Agree,"Apr 24, 2017",Anonymous
236880,I Agree,"Jul 27, 2017",Anonymous
236880,I Agree,"Jul 21, 2017",Anonymous
236880,I Agree,"Jul 16, 2017",Anonymous
236880,I Agree. Solves last mile problem to get to recreation/fitness activity from expo line,"Jul 15, 2017",Anonymous
236880,I Agree,"Jul 11, 2017",Anonymous
236880,"The Baldwin Scenic Overlook is a popular destination for people looking to get a good workout - people who wouldn't mind riding here! But, the street layout being what it is, walking here from surrounding neighborhoods is difficult & lengthy. A bike stop might be just the thing!","Jul 5, 2017",Anonymous
236880,I Agree,"Jun 29, 2017",Anonymous
236880,I Agree,"Jun 27, 2017",Anonymous
236880,"Culver City Stairs, yes please!!","Apr 29, 2017",Anonymous
236880,I Agree,"Apr 25, 2017",Anonymous
236881,I Agree,"Jun 30, 2018",Anonymous
236881,I Agree,"Mar 30, 2018",Anonymous
236882,Biking from UCLA to Expo Line is a major use case! We absolutely need Metro Bike there!,"Jul 4, 2018",Anonymous
236882,I Agree,"Sep 11, 2017",Anonymous
236882,I Agree,"Jul 7, 2017",Anonymous
236882,I Agree,"Jun 8, 2017",Anonymous
236882,I Agree,"Jun 8, 2017",Anonymous
236883,I Agree,"Jul 16, 2017",Anonymous
236883,I Agree,"May 26, 2017",Anonymous
236883,I Agree,"Apr 25, 2017",Anonymous
236885,I Agree,"May 9, 2018",Anonymous
236885,I Agree,"Aug 2, 2017",Anonymous
236885,I Agree,"Apr 30, 2017",Anonymous
236886,I Agree,"Aug 2, 2017",Anonymous
236886,I Agree,"Apr 30, 2017",Anonymous
236886,I Agree! Great for Hamilton high!,"Apr 28, 2017",Anonymous
236888,I Agree,"May 9, 2018",Anonymous
236888,I Agree,"Jul 27, 2017",Anonymous
236888,I Agree,"Jun 29, 2017",Anonymous
236888,I Agree,"May 1, 2017",Anonymous
236888,I Agree,"Apr 29, 2017",Anonymous
236888,Close to the Helms Bakery District dining and shopping. Perfect.,"Apr 28, 2017",Anonymous
236890,I Agree,"Jul 11, 2017",Anonymous
236891,I Agree,"May 9, 2018",Anonymous
236891,I Agree! Next to vons and other errands and not far from expo station palms!,"Apr 28, 2017",Anonymous
236891,I Agree! Next to vons and other errands and not far from expo station palms!,"Apr 28, 2017",Anonymous
236892,I Agree,"Aug 2, 2017",Anonymous
236893,I Agree,"Aug 2, 2017",Anonymous
236893,I Agree,"Jul 7, 2017",Anonymous
236894,"I Agree, Claremont Village makes for a great place to ride a bike. Lots of shops, restaurants, etc., not to mention the college campuses. ","Apr 24, 2017",Anonymous
236895,"easy location to set up. park, community center, near residential area. ","Oct 3, 2017",Anonymous
236895,I Agree,"Jul 25, 2017",Anonymous
236895,I Agree,"Jun 8, 2017",Anonymous
236895,"On Occidental or La Fayette Park Place between Beverly and Third St.  This is an extremely hi-density area, and might do very well in this location.","Apr 16, 2017",Anonymous
236899,I Agree Rio Park would be rad! ,"Aug 11, 2018",Anonymous
236899,I Agree,"Feb 23, 2018",Anonymous
236899,I Agree,"Oct 13, 2017",Anonymous
236899,I Agree,"Sep 8, 2017",Anonymous
236899,"Yes, big park means bikes!","Apr 18, 2017",Anonymous
236900,"the Glendale train station should be thee first place in all Glendale for metro to place their first bike rental space. its serviced by metrolink, numerous Glendale beeline buses and metro buses all with bike racks and space!.","Nov 28, 2018",Anonymous
236902,I Agree,"Aug 2, 2017",Anonymous
236902,I Agree,"Apr 20, 2017",Anonymous
236902,I Agree,"Apr 19, 2017",Anonymous
236902,Great location. I'd use this three or four times a week.,"Apr 18, 2017",Anonymous
236902,This will be very convenient for people traveling to this section of campus and USC village. There should also be plenty of space for docks to be installed at the northeast corner of Jefferson and Hoover,"Apr 18, 2017",Anonymous
236902,"There are many USC owned locations around DTLA that could allow students, faculty and staff to use bikeshare to move about them easily - IF Metro Bike shares are actually installed at these locations.  USC Park Campus location is the foundation of all these. Do it :) ! ","Apr 17, 2017",Anonymous
236902,"<div class=""commentdate"">Apr 16, 2017<i>Anonymous</i> </div>","Apr 16, 2017",Anonymous
236902,Great location near new USC Village,"Apr 15, 2017",Anonymous
236902,Please add a bike kiosk here! ,"Apr 14, 2017",Anonymous
236912,I Agree,"May 20, 2017",Anonymous
236912,I Agree,"Apr 19, 2017",Anonymous
236913,I Agree,"Dec 11, 2018",Anonymous
236913,I Agree,"Dec 11, 2018",Anonymous
236913,"There’s also a bike shop on the corner of Sunset Blvd and Echo Park Ave, as well as several bus stops including one for the Rapid 704.","May 1, 2018",Anonymous
236913,I Agree,"May 1, 2018",Anonymous
236913,I Agree,"Jun 9, 2017",Anonymous
236913,Perfect spot for access to Elysian and Echo Park,"Apr 17, 2017",Anonymous
236913,I like this location!,"Apr 17, 2017",Anonymous
236913,I like this location,"Apr 14, 2017",Anonymous
236914,I Agree,"Oct 17, 2017",Anonymous
236914,I Agree,"May 20, 2017",Anonymous
236915,I Agree,"Feb 8, 2019",Anonymous
236915,I Agree,"Aug 2, 2017",Anonymous
236916,I Agree,"Oct 3, 2017",Anonymous
236916,I Agree,"Aug 2, 2017",Anonymous
236917,I Agree,"Aug 2, 2017",Anonymous
236918,I Agree,"Aug 2, 2017",Anonymous
236919,its good places to visits.,"Nov 15, 2018",Anonymous
236919,I Agree,"Nov 15, 2018",Anonymous
236919,I Agree,"Jan 2, 2018",Anonymous
236919,there's a Metro Redline and Metro Rapid Bus here,"Oct 3, 2017",Anonymous
236919,I Agree,"Jul 25, 2017",Anonymous
236919,I Agree,"Jun 30, 2017",Anonymous
236919,I Agree,"Jun 8, 2017",Anonymous
236919,I Agree,"Jun 1, 2017",Anonymous
236919,I Agree. put near langers,"May 30, 2017",Anonymous
236919,I Agree - Rail to Bike is sometimes more practical than Rail to Bus. ,"Apr 21, 2017",Anonymous
236919,"I Agree,  connections with rail.","Apr 18, 2017",Anonymous
236919,Good connection to Metro Rail.,"Apr 18, 2017",Anonymous
236920,I Agree,"Jul 25, 2017",Anonymous
236920,NW corner of Fig/23rd St. Great location space wise and near Expo Line.  Area of unused concrete next to sidewalk.,"Apr 14, 2017",Anonymous
236922,I Agree,"Sep 28, 2017",Anonymous
236922,I Agree,"Jul 25, 2017",Anonymous
236922,I Agree,"Jun 8, 2017",Anonymous
236923,I Agree,"Oct 17, 2017",Anonymous
236924,I Agree,"Dec 11, 2018",Anonymous
236924,I Agree,"Oct 17, 2017",Anonymous
236924,Yes! This location connects a lot of residences with the Red Line and transit hub of Vermont/Sunset.,"Apr 14, 2017",Anonymous
236925,I Agree,"Apr 20, 2017",Anonymous
236925,"<div class=""commentdate"">Apr 16, 2017<i>Anonymous</i> </div>","Apr 16, 2017",Anonymous
236925,Can assist those exiting this expo line station,"Apr 15, 2017",Anonymous
236926,I Agree,"Jul 12, 2018",Anonymous
236926,I Agree,"Apr 28, 2017",Anonymous
236927,I Agree,"Apr 28, 2017",Anonymous
236929,I Agree,"Sep 10, 2018",Anonymous
236929,I agree,"Aug 27, 2018",Anonymous
236929,I Agree - There should be more stations along the Figueroa 110 corridor - for rides to USC and the Silverline/Expo line stations.,"Oct 19, 2017",Anonymous
236929,I Agree,"Oct 19, 2017",Anonymous
236929,I Agree,"Jul 18, 2017",Anonymous
236929,I Agree,"Apr 28, 2017",Anonymous
236929,Close to Expo Line and museums,"Apr 25, 2017",Anonymous
236929,I Agree,"Apr 24, 2017",Anonymous
236929,I Agree,"Apr 20, 2017",Anonymous
236930,I Agree,"Jul 10, 2018",Anonymous
236930,I Agree,"Jun 19, 2017",Anonymous
236930,I Agree,"Jun 2, 2017",Anonymous
236930,I Agree,"Apr 27, 2017",Anonymous
236931,I Agree,"Aug 2, 2017",Anonymous
236931,I Agree,"Jul 7, 2017",Anonymous
236932,I Agree! Really nice way to connect to the Vermont/Sunset station -- particularly if you miss the DASH.,"Apr 19, 2017",Anonymous
236933,"I agree with Samantha. I bike to this bus stop and take the 733, but its bike racks sometimes fill up, at which point I have to wait for the next bus. It is also along bike lanes on Venice.","Apr 14, 2017",Anonymous
236935,I Agree,"Apr 26, 2017",Anonymous
236937,I Agree,"Oct 17, 2017",Anonymous
236937,I Agree,"Jun 8, 2017",Anonymous
236938,I like this location,"May 4, 2017",Anonymous
236938,I Agree,"May 4, 2017",Anonymous
236939,I Agree connect Silver lake and sunset junction to the red line,"Dec 1, 2017",Anonymous
236939,I Agree,"Oct 17, 2017",Anonymous
236939,I Agree,"Apr 21, 2017",Anonymous
236940,I Agree,"Jan 2, 2018",Anonymous
236940,I Agree,"Aug 2, 2017",Anonymous
236940,Excellent choice!,"Apr 17, 2017",Anonymous
236942,"Close to lassens and little doms both of which lack their own parking. Get people on bikes and cars off the road. Improve pedestrian safety and reduce congestion on the roads. Make it easy to connect to the red line, 780, and the other lines that corral around Sunset and Vermont. Makes a 20-25 min walk into a less than 10 min bike ride","Apr 18, 2017",Anonymous
236942,"A station here could also make it easier to get from this north-central part of Los Feliz to the 780 Rapid stops at Vermont/Prospect and Los Feliz/Riverside. Although the 780 passes through here, the stops are just too far away for it to be useful for people going to or from the Los Feliz/Hillhurst vicinity. ","Apr 14, 2017",Anonymous
236943,I Agree,"Jul 12, 2018",Anonymous
236945,I Agree,"Apr 19, 2017",Anonymous
236947,at the Vermont triangle yes! makes total logic for the area as it wont take away parking from all the local shops. lets put the triangle to use!,"Nov 28, 2018",Anonymous
236947,"Very accessible, close to Los feliz Village and Vermont/Sunset station.","Apr 15, 2017",Anonymous
236948,I Agree,"Jan 22, 2019",Anonymous
236948,I Agree,"May 2, 2018",Anonymous
236948,I Agree,"Aug 2, 2017",Anonymous
236948,I Agree,"Jul 25, 2017",Anonymous
236953,I Agree,"Jun 8, 2017",Anonymous
236953,I Agree,"May 2, 2017",Anonymous
236956,"I Agree, Sounds a like a logical location. ","Jul 7, 2018",Anonymous
236957,I Agree,"Jul 25, 2017",Anonymous
236959,I Agree,"Jul 12, 2018",Anonymous
236959,Parking is a huge issue at 365.  A bike share would be great so I wouldn't have to drive and fight the parking madness.,"Aug 31, 2017",Anonymous
236959,I Agree! ,"Aug 23, 2017",Anonymous
236959,I Agree,"May 1, 2017",Anonymous
236960,I Agree,"Jun 8, 2017",Anonymous
236960,"Heavily used Metro stop, plus close to LACC and many establishments that would benefit from bike traffic!","Jun 2, 2017",Anonymous
236961,I Agree,"Feb 21, 2018",Anonymous
236961,I Agree,"Oct 17, 2017",Anonymous
236961,I Agree,"May 20, 2017",Anonymous
236963,Do not put a bike station on Melbourne Avenue as it has the most congested traffic and least space. It should be farther away from apartment buildings and neighborhoods and more located near the hospital / metro station. ,"Nov 27, 2018",Anonymous
236963,Every Metro Rail station should have a bike station nearby.,"Apr 18, 2017",Anonymous
236963,"Very accessible, close to Los afeliz Village and Vermont/Sunset station","Apr 15, 2017",Anonymous
236964,Great way to connect residents to metro stations since we don't have them in our neighborhood.,"Jun 20, 2018",Anonymous
236964,Great way to connect residents to metro stations since we don't have them in our neighborhood.,"Jun 20, 2018",Anonymous
236964,Great way to connect residents to metro stations since we don't have them in our neighborhood.,"Jun 20, 2018",Anonymous
236964,Great way to connect residents to metro stations since we don't have them in our neighborhood.,"Jun 20, 2018",Anonymous
236964,"Not to mention dog park, recreation center, 7/11.","Jun 20, 2018",Anonymous
236964,I Agree,"Jun 20, 2018",Anonymous
236964,I Agree,"Oct 17, 2017",Anonymous
236965,YES  I Agree,"Jul 9, 2018",Anonymous
236965,This is one of several locations in the park that should have bikes.,"Apr 18, 2017",Anonymous
236965,Agreed!! ,"Apr 17, 2017",Anonymous
236965,Also near the major bus lines,"Apr 14, 2017",Anonymous
236966,"I agree, this is a good jumping off point for the bridge to Atwater or going around the reservoir.","Jul 28, 2018",Anonymous
236966,perfect spot! Silverlake needs more transit options and biking would be so fantastic,"Aug 23, 2017",Anonymous
236966,I Agree,"May 1, 2017",Anonymous
236966,Please add a bike share station here! Transit in Silverlake is limited and this could fill in the gaps!,"Apr 17, 2017",Anonymous
236968,I Agree,"Aug 23, 2017",Anonymous
236968,I Agree,"May 20, 2017",Anonymous
236968,Good location as near residential and commercial facilities.,"Apr 16, 2017",Anonymous
236970,I Agree,"May 20, 2017",Anonymous
236970,would greatly alleviate parking concerns. ,"Apr 14, 2017",Anonymous
236971,I Agree,"Jul 12, 2018",Anonymous
236984,I Agree,"Mar 14, 2019",Guest
236984,I Agree,"May 1, 2018",Anonymous
236984,"Would probably fit best on the south side of Sunset at the beginning of Allison Ave, there’s space there for docks.","May 1, 2018",Anonymous
236984,I Agree,"Jan 3, 2018",Anonymous
236984,Agreed!,"Nov 30, 2017",Anonymous
236984,I Agree,"Nov 30, 2017",Anonymous
236984,I Agree,"Oct 17, 2017",Anonymous
236984,I Agree,"Jul 25, 2017",Anonymous
236984,I Agree,"Jun 28, 2017",Anonymous
236985,I Agree,"Aug 22, 2018",Anonymous
236985,I Agree because it benefits to commuters.,"May 2, 2018",Anonymous
236985,I Agree,"Jul 16, 2017",Anonymous
236985,"El Monte Station, gateway transit village","Jun 7, 2017",Anonymous
236986,I agree. This is also a good place for first mile/last-mile options between the Metro stop at Wilshire & Western and housing south of the stop.,"Mar 5, 2019",Guest
236986,I Agree,"Jul 12, 2018",Anonymous
236986,I Agree,"Dec 14, 2017",Anonymous
236986,I Agree,"Oct 3, 2017",Anonymous
236986,I Agree,"Aug 11, 2017",Anonymous
236986,I Agree,"Aug 2, 2017",Anonymous
236986,I Agree,"Jun 8, 2017",Anonymous
236986,This is a good location that offers access to the many businesses on Western between 7th and Olympic,"Apr 18, 2017",Anonymous
236987,I Agree,"Apr 18, 2017",Anonymous
236988,I Agree,"Apr 19, 2017",Anonymous
236988,550 people live/work at the Brewery Arts Complex and another 100 at nearby Big Arts Labs. And there is a main UPS distribution center with a customer service desk. All would be users of a Metro bike rack. ,"Apr 18, 2017",Anonymous
236988,would love to see one by the Brewery!,"Apr 18, 2017",Anonymous
236988,Please add a bike station in Lincoln Heights near the L.A. Brewery. ,"Apr 18, 2017",Anonymous
236988,Lots of young artsy people at the Brewery,"Apr 14, 2017",Anonymous
236989,I Agree! Adding the this metro bike share location would help to make it easier for me to commute from the Lincoln height train station to my ultimate destination. ,"Jan 29, 2019",Anonymous
236989,I Agree,"Jun 13, 2018",Anonymous
236989,I Agree,"Oct 13, 2017",Anonymous
236994,"Yes, this would be great, especially adjacent to the Bicycle Kitchen at Virgil and Fountain.","Apr 16, 2017",Anonymous
236995,I Agree but this needs to happen along with changes to make koreatown more bike-friendly,"Nov 19, 2018",Anonymous
236995,I Agree This area needs a bikeshare station in anticipation of the new station going in this area. There will be a long gap between the Western and La Brea station that will need this station to meet the first/ last mile option the Metro is pushing. ,"Aug 3, 2018",Anonymous
236995,I Agree,"Jul 12, 2018",Anonymous
236995,I Agree,"Oct 17, 2017",Anonymous
236995,I Agree,"Aug 2, 2017",Anonymous
236995,I Agree,"Jun 30, 2017",Anonymous
236996,I Agree. Great location ,"Nov 19, 2018",Anonymous
236996,I Agree,"Jul 12, 2018",Anonymous
236997,I Agree,"Jul 10, 2018",Anonymous
236997,I Agree,"Jun 19, 2017",Anonymous
236997,I Agree,"Apr 27, 2017",Anonymous
236997,I Agree. Also at Trader Joe's.,"Apr 19, 2017",Anonymous
236998,I Agree,"Aug 2, 2017",Anonymous
236998,I Agree,"Jun 27, 2017",Anonymous
236999,Lots of people in this neighborhood walk and bike. A bike share would help our many residents who already don't have cars get to nearby grocery stores and parks. ,"Jun 30, 2018",Anonymous
237000,I Agree,"Jun 19, 2017",Anonymous
237000,I Agree,"Jun 2, 2017",Anonymous
237000,I Agree,"Apr 27, 2017",Anonymous
237002,I Agree,"Feb 11, 2019",Anonymous
237002,I Agree,"Jan 3, 2018",Anonymous
237002,Yes please. ,"Jul 6, 2017",Anonymous
237002,I Agree,"Apr 26, 2017",Anonymous
237004,I Agree,"Jul 25, 2017",Anonymous
237004,I Agree,"Jun 8, 2017",Anonymous
237005,I Agree,"Aug 22, 2018",Anonymous
237005,I Agree,"Jul 4, 2018",Anonymous
237005,I Agree,"Jul 31, 2017",Anonymous
237006,I Agree,"Aug 2, 2017",Anonymous
237006,I Agree,"Apr 24, 2017",Anonymous
237022,Every metro stop should have a bike station!,"Nov 19, 2018",Anonymous
237022,I Agree  bikeshare at all of the PLE stations please,"Aug 3, 2018",Anonymous
237022,We need this program in Koreatown,"Jul 12, 2018",Anonymous
237022,"Every metro station should have bike share. Especially along the dense Purple Line corridor, and ESPECIALLY in dense Koreatown. ","Jan 2, 2018",Anonymous
237022,I Agree,"Jan 2, 2018",Anonymous
237022,I Agree,"Nov 30, 2017",Anonymous
237022,I Agree,"Nov 15, 2017",Anonymous
237022,I Agree,"Oct 17, 2017",Anonymous
237022,I Agree,"Sep 28, 2017",Anonymous
237022,I Agree,"Aug 11, 2017",Anonymous
237022,I Agree,"Aug 2, 2017",Anonymous
237022,I Agree,"Jul 31, 2017",Anonymous
237022,I Agree,"Jun 30, 2017",Anonymous
237022,Bike share at all Purple Line stops make sense especially while we wait for the line extension ,"Jun 24, 2017",Anonymous
237022,I Agree,"Jun 8, 2017",Anonymous
237022,Expanding to Koreatown should be a priority for the system. ,"Jun 7, 2017",Anonymous
237032,I Agree,"Apr 9, 2018",Anonymous
237032,I Agree,"Jul 23, 2017",Anonymous
237032,I Agree,"Jun 8, 2017",Anonymous
237033,I Agree,"May 2, 2018",Anonymous
237033,I Agree,"Jun 8, 2017",Anonymous
237033,This street is such a great example of LA's incredible food and diversity - let's make it easier for folks to get to without a car!,"May 1, 2017",Anonymous
237033,"A bike station here would be more convenient than taking the bus or walking to the expo line. During rush hour it can take 30 min plus on the bus to get to the station, 20 min walking.","Apr 17, 2017",Anonymous
237033,If we are going to have green ways to get to and from the subway station then this should be a no brainer to make sure we have bike share at the edge of these venues.,"Apr 16, 2017",Anonymous
237062,Private companies are going to beat metro to this area,"Mar 4, 2019",Anonymous
237062,I Agree,"May 8, 2018",Anonymous
237062,I Agree. Highland Park Gold Line Station is a excellent location for this service. ,"May 1, 2018",Anonymous
237062,"I Agree, easy to move around","Apr 12, 2018",Anonymous
237062,Highland Park Gold Line is a perfect connection point for bikeshare users.,"Oct 12, 2017",Anonymous
237062,I Agree. Bike-Share in LA County will likely work great if it can be used as legitimate first/last mile tool to get to and from Metro stations.,"Oct 9, 2017",Anonymous
237062,Great location for Gold Line access and to bike to York.,"Sep 27, 2017",Anonymous
237062,The Highland Park - Gold Line Station would help drive more people to visit Figueroa businesses without bringing in more cars. There would be more adoption of bike lanes on figueroa. ,"Jul 16, 2017",Anonymous
237062,I Agree,"Jul 6, 2017",Anonymous
237062,I Agree,"Jun 2, 2017",Anonymous
237062,The highland park Gold line station is very busy and used by a very mixed group of people ,"Apr 16, 2017",Anonymous
237070,I Agree,"Apr 24, 2017",Anonymous
237070,"Yes, these schools could use 1 or 2 bike stations.","Apr 18, 2017",Anonymous
237071,Yes a station or 2 in the DT Pomona area.,"Apr 18, 2017",Anonymous
237080,I enjoy going to hollywood ,"Feb 13, 2018",Anonymous
237080,I Agree,"Sep 19, 2017",Anonymous
237080,Huge usage by the red line metro users,"Jul 20, 2017",Anonymous
237080,I Agree,"May 2, 2017",Anonymous
237080,I Agree,"Apr 19, 2017",Anonymous
237080,"Every Metro Rail station should have a bike station like this nearby, then one at every nearby park or landmark will help tourism.","Apr 18, 2017",Anonymous
237113,I Agree,"Apr 21, 2017",Anonymous
237113,I Agree,"Apr 19, 2017",Anonymous
237113,There are 800 + potential users right here in one location!,"Apr 18, 2017",Anonymous
237159,I Agree,"May 30, 2017",Anonymous
237161,I Agree,"Jun 8, 2017",Anonymous
237161,I Agree,"Jun 8, 2017",Anonymous
237170,I Agree,"Mar 14, 2019",Guest
237170,This location also has some very tall pine trees that provide shade.,"May 1, 2018",Anonymous
237170,I Agree,"May 1, 2018",Anonymous
237170,I Agree,"Apr 19, 2017",Anonymous
237171,I Agree,"May 26, 2017",Anonymous
237172,I Agree,"Aug 1, 2017",Anonymous
237172,I Agree,"Jul 16, 2017",Anonymous
237172,"This location is in front of the Bikerowave, a community bike shop, and would be a great place for a station that could influence potential riders to use the system.","May 30, 2017",Anonymous
237172,I Agree,"May 26, 2017",Anonymous
237172,I Agree,"May 10, 2017",Anonymous
237172,Mar Vista! ,"May 10, 2017",Anonymous
237172,I Agree,"Apr 28, 2017",Anonymous
237172,I second this location.,"Apr 16, 2017",Anonymous
237172,The center of mar vista,"Apr 16, 2017",Anonymous
237173,I Agree,"Jul 9, 2018",Anonymous
237175,I Agree,"Jul 25, 2017",Anonymous
237175,I Agree,"Jul 18, 2017",Anonymous
237175,I Agree,"Jun 27, 2017",Anonymous
237175,I Agree,"May 6, 2017",Anonymous
237175,I Agree,"Apr 30, 2017",Anonymous
237175,I Agree,"Apr 30, 2017",Anonymous
237175,I Agree,"Apr 29, 2017",Anonymous
237175,I Agree,"Apr 28, 2017",Anonymous
237175,I Agree!!! Connects with several bus lines that stop here ,"Apr 28, 2017",Anonymous
237175,Yes please! Perfect for Ciclavia too,"Apr 28, 2017",Anonymous
237175,I Agree,"Apr 28, 2017",Anonymous
237175,I Agree,"Apr 28, 2017",Anonymous
237175,Would love to see one here!,"Apr 17, 2017",Anonymous
237175,Great place for one!,"Apr 16, 2017",Anonymous
237178,I Agree,"Aug 2, 2017",Anonymous
237178,We need more bike share locations in residential areas so people can easily pick up a bike close to where they live.,"Jun 28, 2017",Anonymous
237178,I Agree,"Jun 8, 2017",Anonymous
237191,I Agree,"Jul 10, 2018",Anonymous
237192,I Agree,"Aug 3, 2017",Anonymous
237192,I Agree,"Apr 19, 2017",Anonymous
237193,I Agree,"Mar 8, 2019",Anonymous
237193,I Agree,"Feb 28, 2019",Guest
237193,I Agree,"Nov 13, 2017",Anonymous
237193,I Agree,"Jul 16, 2017",Anonymous
237193,"As much as possible, bike share stations should be placed at all rail stations.","Jul 7, 2017",Anonymous
237193,I Agree,"Jun 27, 2017",Anonymous
237193,Expo Line complements this bike station.,"Apr 22, 2017",Anonymous
237194,I Agree,"Jul 31, 2017",Anonymous
237195,I Agree,"Aug 1, 2017",Anonymous
237195,I Agree,"Jul 31, 2017",Anonymous
237195,I Agree,"Jul 16, 2017",Anonymous
237195,"I Agree!! Bus stop, near high school, and great street protected bike lane. ","Jun 28, 2017",Anonymous
237195,I Agree,"May 26, 2017",Anonymous
237196,I Agree,"Sep 23, 2017",Anonymous
237196,I Agree,"May 26, 2017",Anonymous
237197,I Agree,"Aug 3, 2017",Anonymous
237197,This is an important station because it allows the use of bikeshare to provide an east-west connection to the Big Blue Bus 3/Rapid 3 route. ,"Jul 19, 2017",Anonymous
